                    Ramp 3A3 analysis for 100/03/22
                                                  File      Database
Occupancy        _1___2___3___4___5___6   Station 02.06.12  02.06.12
Thresholds # 2:  15  16  17  18  23  40     Meter 04.04.0f  04.04.0f
+----------+------+---------+------------------------------------------+
|          |  Red |  Rates  |           Occupancy Stations             |
| 17:44:00 |  1.0 | 1  1  Z |  14  14  13  13  13                      |
| 17:44:30 |  2.1 | 3  3  C |  11  18  13  13  13                      |
| 17:45:00 |  2.1 | 3  3  C |  11  18  15  13  13                      |
| 17:45:30 |  1.4 | 2  2  C |   9  14  17  14  13                      |
| 17:46:00 |  1.4 | 2  2  C |  13  10  17  14  14                      |
| 17:46:30 |  1.0 | 1  1  Z |  13  12  14  15  14                      |
| 17:47:00 |  1.0 | 1  1  Z |  10  14  13  12  14                      |
| 17:47:30 |  1.0 | 1  1  Z |   9  14  12  11  11                      |
| 17:48:00 |  1.0 | 1  1  Z |   9  13  13  12  12                      |
| 17:48:30 |  1.0 | 1  1  D |  12  11  14  14  15                      |
| 17:49:00 |  1.0 | 1  1  D |  13   8  12  14  14                      |
| 17:49:30 |  1.0 | 1  2  D |  12  13  10  13  14                      |
| 17:50:00 |  1.0 | 1  1  D |  10  16  10  13  13                      |
| 17:50:30 |  1.0 | 1  1  D |  10  15  13  10  10                      |
| 17:51:00 |  1.0 | 1  2  D |  15  14  17  12  11                      |
| 17:51:30 |  1.0 | 1  2  D |  15  13  17  16  15                      |
| 17:52:00 |  1.0 | 1  2  D |   9  13  14  15  16                      |
| 17:52:30 |  1.0 | 1  2  D |  10  15  11  12  15                      |
| 17:53:00 |  1.0 | 1  1  D |  14  13  13  11  13                      |
| 17:53:30 |  1.0 | 1  1  D |  16  12  16  14  10                      |
| 17:54:00 |  1.0 | 1  2  D |  16  16  14  17  14                      |
| 17:54:30 |  1.0 | 1  4  D |  12  17  13  14  19                      |
| 17:55:00 |  1.0 | 1  3  D |   6  18  16  12  14                      |
| 17:55:30 |  1.0 | 1  2  D |   8  14  17  13  11                      |
| 17:56:00 |  1.0 | 1  2  D |  13   7  17  15  14                      |
| 17:56:30 |  1.0 | 1  1  D |  14   8  13  15  16                      |
| 17:57:00 |  1.0 | 1  1  D |  12  12   6  12  14                      |
| 17:57:30 |  1.0 | 1  1  D |  11  15   9   8  10                      |
| 17:58:00 |      | 7  1  F |  13  14  11  10   7                      |
| 17:58:30 |      | 7  1  F |  11  11  13  12  11                      |
| 17:59:00 |      | 7  1  F |   9  13  15  14  15                      |
| 17:59:30 |      | 7  1  F |  10   9  14  13  14                      |
| 18:00:00 |      | 7  1  F |   9   8  10  13  13                      |
| 18:00:30 |      | 7  1  F |  10  10   9  11  12                      |
| 18:01:00 |      | 7  1  F |  10  10  10   9  11                      |
| 18:01:30 |      | 7  1  F |   9  11  10  10   9                      |
| 18:02:00 |      | 7  1  F |   9  10  10  10  10                      |
| 18:02:30 |      | 7  1  F |   8  10  11  11  12                      |
| 18:03:00 |      | 7  1  F |  10   9  11  12  12                      |
| 18:03:30 |      | 7  1  F |  10   9   8  11  11                      |
| 18:04:00 |      | 7  1  F |   9  11   8   9  10                      |
| 18:04:30 |      | 7  1  F |   9   9  12   8   8                      |
| 18:05:00 |      | 7  1  F |   9  12  12  11  10                      |
| 18:05:30 |      | 7  1  F |  11  14   8  11  11                      |
| 18:06:00 |      | 7  1  F |   8  11  10   8   8                      |
| 18:06:30 |      | 7  1  F |   8  11  13  13  11                      |
| 18:07:00 |      | 7  1  F |  10  10  10  15  15                      |
| 18:07:30 |      | 7  1  F |   9   8  10   9  13                      |
| 18:08:00 |      | 7  1  F |  12  10   9  10   9                      |
| 18:08:30 |      | 7  1  F |  12  11   9  12  10                      |
| 18:09:00 |      | 7  1  F |   8  13  10   9  10                      |
| 18:09:30 |      | 7  1  F |   9  14   9   9   9                      |
| 18:10:00 |      | 7  1  F |   7   9  13  10   9                      |
| 18:10:30 |      | 7  1  F |   6  10  14  12  11                      |
| 18:11:00 |      | 7  1  F |   8   9   8  12  12                      |
| 18:11:30 |      | 7  1  F |   8   6   9   8  10                      |
| 18:12:00 |      | 7  1  F |   9   9   9   8   8                      |
| 18:12:30 |      | 7  1  F |  11  10   7   8   8                      |
| 18:13:00 |      | 7  1  F |  13   9   8   9   8                      |
| 18:13:30 |      | 7  1  F |  13  12   9   9   9                      |
| 18:14:00 |      | 7  1  F |   9  15   9   9  11                      |
| 18:14:30 |      | 7  1  F |   9  15  12  11   8                      |
| 18:15:00 |      | 7  1  F |  10  12  15  13   9                      |
| 18:15:30 |      | 7  1  F |   9  12  13  14  14                      |
| 18:16:00 |      | 7  1  F |  12  12  10  10  14                      |
| 18:16:30 |      | 7  1  F |  14  10  12  10  10                      |
| 18:17:00 |      | 7  1  F |   9  12  13  10  10                      |
| 18:17:30 |      | 7  1  F |   7  15  10  13  10                      |
| 18:18:00 |      | 7  1  F |   8  15  11  12  12                      |
| 18:18:30 |      | 7  1  F |  10  12  15   9  14                      |
| 18:19:00 |      | 7  1  F |  11  10  14  14  11                      |
| 18:19:30 |      | 7  1  F |   7  10  10  13  12                      |
| 18:20:00 |      | 7  1  F |   7  12   9   8  12                      |
| 18:20:30 |      | 7  1  F |   8   9  11   8   9                      |
| 18:21:00 |      | 7  1  F |   6   7  10  13   8                      |
| 18:21:30 |      | 7  1  F |   9   9   8  12  12                      |
| 18:22:00 |      | 7  1  F |  10   9   9   7  11                      |
| 18:22:30 |      | 7  1  F |   8  11   7   8   7                      |
| 18:23:00 |      | 7  1  F |   9  11   7   8   9                      |
| 18:23:30 |      | 7  1  F |  12  10  10   9   8                      |
| 18:24:00 |      | 7  1  F |  12  10  10  11  10                      |
| 18:24:30 |      | 7  1  F |  10  12  10  11  12                      |
| 18:25:00 |      | 7  1  F |   9  14   9   9  11                      |
| 18:25:30 |      | 7  1  F |  13  13  12   9   9                      |
| 18:26:00 |      | 7  1  F |  14  10  15  12  10                      |
| 18:26:30 |      | 7  1  F |   9  13  12  14  14                      |
| 18:27:00 |      | 7  1  F |   8  15   9  10  13                      |
| 18:27:30 |      | 7  1  F |   8  12  11   8  10                      |
| 18:28:00 |      | 7  1  F |   7  10  14  11   9                      |
| 18:28:30 |      | 7  1  F |   8  10  11  14  12                      |
| 18:29:00 |      | 7  1  F |  11   8   9  12  14                      |
| 18:29:30 |      | 7  1  F |   8   7  11  10  13                      |
| 18:30:00 |      | 7  1  F |   6  11   8  10  11                      |
+----------+------+---------+------------------------------------------+
