                    Ramp 3A4 analysis for 100/03/22
                                                  File      Database
Occupancy        _1___2___3___4___5___6   Station 02.06.12  02.06.12
Thresholds # 2:  15  16  17  18  23  40     Meter 04.04.0f  04.04.0f
+----------+------+---------+------------------------------------------+
|          |  Red |  Rates  |           Occupancy Stations             |
| 14:49:30 |      | 7  1  F |  11  10   7   7  12  11                  |
| 14:50:00 |      | 7  1  F |  11  10  11   9  12  16                  |
| 14:50:30 |      | 7  1  F |  11  11  11  12  15  14                  |
| 14:51:00 |      | 7  3  F |  18  12  11  11  13   8                  |
| 14:51:30 |      | 7  1  F |  13  12  15  12  16  10                  |
| 14:52:00 |      | 7  4  F |   7  15  15  13  20   9                  |
| 14:52:30 |      | 7  3  F |  11  10  15  15  18   7                  |
| 14:53:00 |      | 7  3  F |   9   8  12  15  18  11                  |
| 14:53:30 |      | 7  2  F |   8  10   9  11  17  11                  |
| 14:54:00 |      | 7  1  F |  11   8  10  11  12   9                  |
| 14:54:30 |      | 7  1  F |  10  10   9   9  13  10                  |
| 14:55:00 |      | 7  1  F |   9  11  10   8  13  10                  |
| 14:55:30 |      | 7  1  F |  10   8  11  12  12   9                  |
| 14:56:00 |      | 7  1  F |  11   8   9  11  15   8                  |
| 14:56:30 |      | 7  1  F |  11  10   9   7  15   9                  |
| 14:57:00 |      | 7  1  F |   8  10  11  10  12  10                  |
| 14:57:30 |      | 7  1  F |   7   8  11  11  13  14                  |
| 14:58:00 |      | 7  1  F |  12   7   7   9  14  13                  |
| 14:58:30 |      | 7  1  F |  16   7   8   6  10   8                  |
| 14:59:00 |      | 7  1  F |  12  12   8   7  10   9                  |
| 14:59:30 |      | 7  1  F |   9  13  14  11  12  10                  |
| 15:00:00 |      | 7  3  F |  10   9  14  14  18   9                  |
| 15:00:30 |      | 7  3  F |  10  10   8  12  18   9                  |
| 15:01:00 |      | 7  1  F |   9  12  12  10  13   9                  |
| 15:01:30 |      | 7  1  F |  10  10  12  11  15   7                  |
| 15:02:00 |      | 7  1  F |   9   8  10  11  16  11                  |
| 15:02:30 |      | 7  1  F |   7  11   9  11  13  13                  |
| 15:03:00 |      | 7  1  F |  12  13  11  11  12   9                  |
| 15:03:30 |      | 7  1  F |  16  12  13  12  14  10                  |
| 15:04:00 |      | 7  4  F |  11  15  14  13  19  14                  |
| 15:04:30 |      | 7  4  F |  10  16  18  15  19  12                  |
| 15:05:00 |      | 7  4  C |  16  12  17  18  21  10                  |
| 15:05:30 |  7.3 | 5  5  C |  16  13  13  16  24  10                  |
| 15:06:00 |  5.2 | 4  4  C |  12  15  16  13  19  11                  |
| 15:06:30 |  5.2 | 4  4  C |  11  15  15  15  20  12                  |
| 15:07:00 |  5.2 | 4  4  C |  13  12  15  15  23   9                  |
| 15:07:30 |  5.2 | 4  4  C |  14  10  14  16  20   6                  |
| 15:08:00 |  3.9 | 3  3  C |  11  12  11  13  18   8                  |
| 15:08:30 |  2.3 | 1  1  Z |   8  13  11  10  16  13                  |
| 15:09:00 |  2.3 | 1  1  Z |   8  11  14  11  14  15                  |
| 15:09:30 |  2.3 | 1  1  Z |  12   8  12  13  16  14                  |
| 15:10:00 |  3.0 | 2  2  C |  17  10   9  13  17  13                  |
| 15:10:30 |  5.2 | 4  4  C |  19  12  12   9  17  14                  |
| 15:11:00 |  2.3 | 1  1  Z |  16  16  15  11  15  15                  |
| 15:11:30 |  5.2 | 4  4  C |  14  17  19  17  17   9                  |
| 15:12:00 |  5.2 | 4  4  C |  15  15  20  20  21  11                  |
| 15:12:30 |  7.3 | 5  5  C |  13  14  17  19  24  15                  |
| 15:13:00 |  7.3 | 5  5  C |  12  14  16  14  25  17                  |
| 15:13:30 |  5.2 | 4  4  C |  17  12  14  15  19  17                  |
| 15:14:00 |  5.2 | 4  4  C |  20  12  14  16  18  10                  |
| 15:14:30 |  5.2 | 4  4  C |  18  18  14  12  20   7                  |
| 15:15:00 |  5.2 | 4  4  C |  13  21  15  15  16   7                  |
| 15:15:30 |  5.2 | 4  4  C |   9  15  19  18  20   9                  |
| 15:16:00 |  7.3 | 5  5  C |  10  10  16  19  24  12                  |
| 15:16:30 |  5.2 | 4  4  C |  12   9  12  16  22  11                  |
| 15:17:00 |  3.0 | 2  2  C |  13  11  11  11  17   7                  |
| 15:17:30 |  2.3 | 1  1  Z |  13  14  12  10  14   9                  |
| 15:18:00 |  2.3 | 1  1  Z |  10  14  14  11  16  15                  |
| 15:18:30 |  3.9 | 3  3  C |  11  11  16  15  18  18                  |
| 15:19:00 |  5.2 | 4  4  C |  14  10  14  18  22  15                  |
| 15:19:30 |  7.3 | 5  5  C |  19  12  10  13  24  11                  |
| 15:20:00 |  5.2 | 4  4  C |  22  12  12   9  19  12                  |
| 15:20:30 |  2.3 | 1  1  Z |  15  15  14  13  16  14                  |
| 15:21:00 |  2.3 | 1  1  Z |  14  16  14  15  15  14                  |
| 15:21:30 |  5.2 | 4  4  C |  16  15  13  15  20  11                  |
| 15:22:00 |  7.3 | 5  5  C |  14  14  15  14  24   8                  |
| 15:22:30 |  5.2 | 4  4  C |  14  13  15  14  19  10                  |
| 15:23:00 |  3.9 | 3  3  C |  10  13  13  14  18  13                  |
| 15:23:30 |  5.2 | 4  4  C |  10  13  14  14  19  15                  |
| 15:24:00 |  3.9 | 3  3  C |  13  12  13  16  18  14                  |
| 15:24:30 |  5.2 | 4  4  C |  15  12  13  13  20  11                  |
| 15:25:00 |  2.3 | 1  1  Z |  15  13  13  12  16  11                  |
| 15:25:30 |  2.3 | 1  1  Z |  14  13  13  13  15  12                  |
| 15:26:00 |  5.2 | 4  4  C |  11  14  14  13  19  15                  |
| 15:26:30 |  5.2 | 4  4  C |  13  14  14  16  19  17                  |
| 15:27:00 |  5.2 | 4  4  C |  17  15  14  16  22  15                  |
| 15:27:30 |  5.2 | 4  4  C |  18  15  16  13  20  10                  |
| 15:28:00 |  5.2 | 4  4  C |  17  14  15  16  21   8                  |
| 15:28:30 |  5.2 | 4  4  C |  13  17  14  15  20  11                  |
| 15:29:00 |  3.0 | 2  2  C |  10  16  15  14  17  13                  |
| 15:29:30 |  5.2 | 4  4  C |  12  10  16  17  23  12                  |
| 15:30:00 |  7.3 | 5  5  C |  15  11  11  14  24   9                  |
| 15:30:30 |  2.3 | 1  1  Z |  14  11  10  11  16   9                  |
| 15:31:00 |  2.3 | 1  1  Z |  11  13  13  13  15  14                  |
| 15:31:30 |  2.3 | 1  1  Z |  12  14  13  15  16  14                  |
| 15:32:00 |  3.9 | 3  3  C |  14  11  12  13  18  12                  |
| 15:32:30 |  5.2 | 4  4  C |  16  14  13  11  19  12                  |
| 15:33:00 |  3.0 | 2  2  C |  14  15  16  14  17  11                  |
| 15:33:30 |  5.2 | 4  4  C |  13  14  15  17  21  13                  |
| 15:34:00 |  5.2 | 4  4  C |  12  13  15  15  19  13                  |
| 15:34:30 |  5.2 | 4  4  C |  13  11  16  16  19  10                  |
| 15:35:00 |  7.3 | 5  5  C |  15  10  13  17  24  13                  |
| 15:35:30 |  5.2 | 4  4  C |  14  12  10  13  20  16                  |
| 15:36:00 |  2.3 | 1  1  Z |  13  12  12  12  15  16                  |
| 15:36:30 |  2.3 | 1  1  Z |  14  14  12  11  16  15                  |
| 15:37:00 |  3.0 | 2  2  C |  17  14  12  12  16  14                  |
| 15:37:30 |  5.2 | 4  4  C |  15  14  14  14  19  13                  |
| 15:38:00 |  5.2 | 4  4  C |  15  17  15  14  20  11                  |
| 15:38:30 |  3.9 | 3  3  C |  15  17  15  16  18  11                  |
| 15:39:00 |  5.2 | 4  4  C |  16  15  16  15  21  12                  |
| 15:39:30 |  5.2 | 4  4  C |  13  14  16  14  23  17                  |
| 15:40:00 |  5.2 | 4  4  C |  13  13  14  15  21  20                  |
| 15:40:30 |  5.2 | 4  4  C |  18  13  12  15  18  19                  |
| 15:41:00 |  5.2 | 4  4  C |  19  15  12  12  17  20                  |
| 15:41:30 |  5.2 | 4  4  C |  20  19  16  13  15  19                  |
| 15:42:00 |  5.2 | 4  4  C |  22  20  16  17  17  15                  |
| 15:42:30 |  5.2 | 4  4  C |  23  19  17  16  21  11                  |
| 15:43:00 |  5.2 | 4  4  C |  22  18  19  18  21  13                  |
| 15:43:30 |  5.2 | 4  4  C |  15  16  20  19  22  18                  |
| 15:44:00 |  7.3 | 5  5  C |  13  18  18  19  26  16                  |
| 15:44:30 |  7.3 | 5  5  C |  17  16  18  19  27  13                  |
| 15:45:00 |  7.3 | 5  5  C |  19  14  16  18  24  12                  |
| 15:45:30 |  5.2 | 4  4  C |  19  15  15  17  22  11                  |
| 15:46:00 |  5.2 | 4  4  C |  14  15  16  15  21  15                  |
| 15:46:30 |  5.2 | 4  4  C |  13  18  15  16  19  19                  |
| 15:47:00 |  5.2 | 4  4  C |  17  17  18  18  19  19                  |
| 15:47:30 |  5.2 | 4  4  C |  18  14  17  18  22  17                  |
| 15:48:00 |  7.3 | 5  5  C |  19  15  14  16  24  17                  |
| 15:48:30 |  5.2 | 4  4  C |  19  17  14  16  20  17                  |
| 15:49:00 |  5.2 | 4  4  C |  18  18  15  15  20  17                  |
| 15:49:30 |  7.3 | 5  5  C |  17  17  17  15  24  17                  |
| 15:50:00 |  7.3 | 5  5  C |  18  16  20  18  25  14                  |
| 15:50:30 |  7.3 | 5  5  C |  16  16  18  18  24  12                  |
| 15:51:00 |  5.2 | 4  4  C |  16  17  15  18  23  14                  |
| 15:51:30 |  7.3 | 5  5  C |  15  16  15  17  24  18                  |
| 15:52:00 |  7.3 | 5  5  C |  14  15  15  16  25  16                  |
| 15:52:30 |  7.3 | 5  5  C |  16  16  14  16  28  11                  |
| 15:53:00 |  7.3 | 5  5  C |  18  14  13  17  34  10                  |
| 15:53:30 |  7.3 | 5  5  C |  16  14  14  18  40  17                  |
| 15:54:00 | 11.0 | 6  6  C |  12  19  16  17  42  20                  |
| 15:54:30 |  7.3 | 5  5  C |  16  17  19  20  36  16                  |
| 15:55:00 |  7.3 | 5  5  C |  19  13  18  24  31  12                  |
| 15:55:30 |  7.3 | 5  5  C |  18  16  16  28  32  12                  |
| 15:56:00 |  7.3 | 5  5  C |  16  18  18  31  35  15                  |
| 15:56:30 |  7.3 | 5  5  C |  13  17  19  32  38  11                  |
| 15:57:00 |  7.3 | 5  5  C |  14  15  19  30  37   8                  |
| 15:57:30 |  7.3 | 5  5  C |  13  13  19  29  33   9                  |
| 15:58:00 |  7.3 | 5  5  C |  11  14  17  28  30  10                  |
| 15:58:30 |  7.3 | 5  5  C |  10  12  16  31  31  14                  |
| 15:59:00 |  7.3 | 5  5  C |  11  11  14  29  32  12                  |
| 15:59:30 |  7.3 | 5  5  C |  14  11  12  22  33   8                  |
| 16:00:00 |  7.3 | 5  5  C |  13  12  11  15  33   6                  |
| 16:00:30 |  7.3 | 5  5  C |  10  14  13  12  29  10                  |
| 16:01:00 |  7.3 | 5  5  C |   9  12  12  15  25  14                  |
| 16:01:30 |  7.3 | 5  5  C |  11   9  11  14  27  14                  |
| 16:02:00 |  7.3 | 5  5  C |  14   9  11  11  29  13                  |
| 16:02:30 |  7.3 | 5  5  C |  17  12  11  10  25  12                  |
| 16:03:00 |  7.3 | 5  5  C |  13  13  11  11  29  11                  |
| 16:03:30 |  7.3 | 5  5  C |  11  14  14  11  32  11                  |
| 16:04:00 |  7.3 | 5  5  C |  14  12  16  14  24  10                  |
| 16:04:30 |  7.3 | 5  5  C |  11  11  12  17  24  13                  |
| 16:05:00 |  5.2 | 4  4  C |  11  13  12  14  21  12                  |
| 16:05:30 |  2.3 | 1  1  Z |  14  11  13  14  16  10                  |
| 16:06:00 |  3.0 | 2  2  C |  13  12  13  11  17  12                  |
| 16:06:30 |  3.0 | 2  2  Z |  12  14  13  12  17  17                  |
| 16:07:00 |  3.9 | 3  3  C |  12  13  14  16  18  14                  |
| 16:07:30 |  5.2 | 4  4  C |  17  11  13  14  20  10                  |
| 16:08:00 |  3.9 | 3  3  C |  18  14  12  10  17  16                  |
| 16:08:30 |  5.2 | 4  4  C |  14  17  15  13  13  20                  |
| 16:09:00 |  5.2 | 4  4  C |  16  14  15  16  17  22                  |
| 16:09:30 |  5.2 | 4  4  C |  18  14  14  15  20  22                  |
| 16:10:00 |  5.2 | 4  4  C |  20  17  14  13  15  18                  |
| 16:10:30 |  5.2 | 4  4  C |  21  17  16  13  16   9                  |
| 16:11:00 |  5.2 | 4  4  C |  20  19  18  19  19  10                  |
| 16:11:30 |  5.2 | 4  4  C |  14  20  21  19  22  16                  |
| 16:12:00 |  7.3 | 5  5  C |  13  18  22  21  26  13                  |
| 16:12:30 |  7.3 | 5  5  C |  17  11  19  23  26  14                  |
| 16:13:00 |  7.3 | 5  5  C |  15  13  14  20  25  16                  |
| 16:13:30 |  5.2 | 4  4  C |  15  16  15  16  21  18                  |
| 16:14:00 |  5.2 | 4  4  C |  17  14  17  16  20  14                  |
| 16:14:30 |  5.2 | 4  4  C |  18  15  17  17  22  10                  |
| 16:15:00 |  5.2 | 4  4  C |  16  17  16  17  22  13                  |
| 16:15:30 |  3.9 | 3  3  C |  13  18  16  16  18  15                  |
| 16:16:00 |  5.2 | 4  4  C |  14  15  17  16  21  18                  |
| 16:16:30 |  5.2 | 4  4  C |  17  13  15  16  23  18                  |
| 16:17:00 |  5.2 | 4  4  C |  18  15  13  14  19  13                  |
| 16:17:30 |  5.2 | 4  4  C |  19  18  14  14  17  13                  |
| 16:18:00 |  5.2 | 4  4  C |  18  19  18  16  19  13                  |
| 16:18:30 |  5.2 | 4  4  C |  16  19  19  17  21  16                  |
| 16:19:00 |  5.2 | 4  4  C |  14  17  18  18  21  18                  |
| 16:19:30 |  5.2 | 4  4  C |  15  16  15  18  22  15                  |
| 16:20:00 |  5.2 | 4  4  C |  20  15  14  16  21  10                  |
| 16:20:30 |  5.2 | 4  4  C |  21  14  14  13  20  10                  |
| 16:21:00 |  5.2 | 4  4  C |  15  15  13  13  19  13                  |
| 16:21:30 |  5.2 | 4  4  C |  12  18  14  15  15  19                  |
| 16:22:00 |  5.2 | 4  4  C |  12  16  18  16  17  21                  |
| 16:22:30 |  5.2 | 4  4  C |  16  14  17  19  21  17                  |
| 16:23:00 |  7.3 | 5  5  C |  22  12  14  17  25  14                  |
| 16:23:30 |  5.2 | 4  4  C |  21  16  12  13  23  14                  |
| 16:24:00 |  5.2 | 4  4  C |  20  21  14  13  15  18                  |
| 16:24:30 |  5.2 | 4  4  C |  19  18  19  15  14  15                  |
| 16:25:00 |  5.2 | 4  4  C |  17  18  20  18  20  11                  |
| 16:25:30 |  5.2 | 4  4  C |  18  19  18  17  23  13                  |
| 16:26:00 |  5.2 | 4  4  C |  14  17  18  17  20  12                  |
| 16:26:30 |  5.2 | 4  4  C |  14  17  19  18  21  10                  |
| 16:27:00 |  5.2 | 4  4  C |  14  16  17  18  21  13                  |
| 16:27:30 |  5.2 | 4  4  C |  12  14  17  17  22  14                  |
| 16:28:00 |  5.2 | 4  4  C |  14  15  16  17  23  14                  |
| 16:28:30 |  5.2 | 4  4  C |  13  13  15  16  20  20                  |
| 16:29:00 |  5.2 | 4  4  C |  14  12  13  14  20  17                  |
| 16:29:30 |  5.2 | 4  4  C |  19  13  14  13  18  12                  |
| 16:30:00 |  5.2 | 4  4  C |  19  16  18  13  18  13                  |
| 16:30:30 |  3.9 | 3  3  C |  18  17  18  17  17  11                  |
| 16:31:00 |  5.2 | 4  4  C |  14  16  17  18  19  14                  |
| 16:31:30 |  5.2 | 4  4  C |  13  18  17  17  22  12                  |
| 16:32:00 |  5.2 | 4  4  C |  15  15  17  17  20  10                  |
| 16:32:30 |  5.2 | 4  4  C |  14  12  17  15  23  10                  |
| 16:33:00 |  5.2 | 4  4  C |  12  14  15  16  22   7                  |
| 16:33:30 |  5.2 | 4  4  C |  12  13  13  17  19  14                  |
| 16:34:00 |  5.2 | 4  4  C |   9  11  12  13  23  23                  |
| 16:34:30 |  7.3 | 5  5  C |  12  11  11  11  19  24                  |
| 16:35:00 |  3.0 | 2  2  C |  17   9  12  12  14  14                  |
| 16:35:30 |  3.9 | 3  3  C |  18  13  11  11  15   9                  |
| 16:36:00 |  3.0 | 2  2  C |  17  14  12  11  14  15                  |
| 16:36:30 |  3.0 | 2  2  C |  15  17  13  15  16  13                  |
| 16:37:00 |  5.2 | 4  4  C |  17  19  17  14  20   8                  |
| 16:37:30 |  5.2 | 4  4  C |  16  16  20  15  21  10                  |
| 16:38:00 |  5.2 | 4  4  C |  12  15  16  19  22  12                  |
| 16:38:30 |  5.2 | 4  4  C |  13  15  14  19  22  15                  |
| 16:39:00 |  5.2 | 4  4  C |  13  13  13  14  22  18                  |
| 16:39:30 |  5.2 | 4  4  C |  16  12  13  11  19  15                  |
| 16:40:00 |  5.2 | 4  4  C |  21  15  14  13  16  12                  |
| 16:40:30 |  3.9 | 3  3  C |  18  18  15  15  17  15                  |
| 16:41:00 |  5.2 | 4  4  C |  14  19  17  16  20  17                  |
| 16:41:30 |  5.2 | 4  4  C |  15  19  19  17  20  14                  |
| 16:42:00 |  5.2 | 4  4  C |  17  16  21  20  21  14                  |
| 16:42:30 |  7.3 | 5  5  C |  16  15  17  21  24  15                  |
| 16:43:00 |  7.3 | 5  5  C |  18  17  14  16  24  13                  |
| 16:43:30 |  5.2 | 4  4  C |  20  16  15  15  20  12                  |
| 16:44:00 |  5.2 | 4  4  C |  14  17  16  16  19  13                  |
| 16:44:30 |  5.2 | 4  4  C |  12  20  16  16  18  16                  |
| 16:45:00 |  5.2 | 4  4  C |  12  18  20  17  19  19                  |
| 16:45:30 |  7.3 | 5  5  C |  17  13  20  20  24  19                  |
| 16:46:00 |  7.3 | 5  5  C |  20  10  14  19  29  18                  |
| 16:46:30 |  7.3 | 5  5  C |  19  16  10  13  25  16                  |
| 16:47:00 |  5.2 | 4  4  C |  19  23  15   9  17  13                  |
| 16:47:30 |  5.2 | 4  4  C |  19  21  19  18  13  10                  |
| 16:48:00 |  5.2 | 4  4  C |  16  20  17  21  20   8                  |
| 16:48:30 |  7.3 | 5  5  C |  12  20  19  17  26  12                  |
| 16:49:00 |  7.3 | 5  5  C |  10  18  19  20  24  19                  |
| 16:49:30 |  7.3 | 5  5  C |  13  14  16  18  26  16                  |
| 16:50:00 |  7.3 | 5  5  C |  19   7  15  15  24  11                  |
| 16:50:30 |  5.2 | 4  4  C |  19  11  10  13  23  12                  |
| 16:51:00 |  5.2 | 4  4  C |  14  19  12  12  19  16                  |
| 16:51:30 |  5.2 | 4  4  C |  13  18  17  14  15  20                  |
| 16:52:00 |  5.2 | 4  4  C |  16  15  17  17  22  17                  |
| 16:52:30 |  7.3 | 5  5  C |  19  13  15  17  24  11                  |
| 16:53:00 |  5.2 | 4  4  C |  20  15  13  14  21  14                  |
| 16:53:30 |  5.2 | 4  4  C |  16  19  15  14  19  17                  |
| 16:54:00 |  5.2 | 4  4  C |  16  20  19  16  18  16                  |
| 16:54:30 |  5.2 | 4  4  C |  20  18  20  19  20  15                  |
| 16:55:00 |  7.3 | 5  5  C |  19  16  18  19  24  12                  |
| 16:55:30 |  5.2 | 4  4  C |  19  17  15  18  23  10                  |
| 16:56:00 |  5.2 | 4  4  C |  15  19  14  15  21  14                  |
| 16:56:30 |  5.2 | 4  4  C |  12  20  18  15  20  16                  |
| 16:57:00 |  5.2 | 4  4  C |  14  15  19  18  21  14                  |
| 16:57:30 |  5.2 | 4  4  C |  18  11  16  18  22  11                  |
| 16:58:00 |  5.2 | 4  4  C |  19  13  13  16  22  10                  |
| 16:58:30 |  5.2 | 4  4  C |  15  16  15  13  21  16                  |
| 16:59:00 |  5.2 | 4  4  Z |  14  17  15  14  17  18                  |
| 16:59:30 |  5.2 | 4  4  Z |  16  15  14  16  18  16                  |
| 17:00:00 |  5.2 | 4  4  C |  19  13  15  14  20  14                  |
| 17:00:30 |  5.2 | 4  4  C |  19  16  16  13  21  12                  |
| 17:01:00 |  5.2 | 4  4  C |  18  17  18  17  19  14                  |
| 17:01:30 |  5.2 | 4  4  C |  15  17  15  18  20  19                  |
| 17:02:00 |  5.2 | 4  4  C |  15  17  17  14  21  18                  |
| 17:02:30 |  5.2 | 4  4  C |  18  16  18  16  19  14                  |
| 17:03:00 |  5.2 | 4  4  C |  19  17  15  16  21  16                  |
| 17:03:30 |  5.2 | 4  4  C |  16  17  17  16  21  15                  |
| 17:04:00 |  5.2 | 4  4  C |  17  19  17  18  20  12                  |
| 17:04:30 |  5.2 | 4  4  C |  17  19  19  17  21  11                  |
| 17:05:00 |  5.2 | 4  4  C |  13  16  19  18  23  10                  |
| 17:05:30 |  7.3 | 5  5  C |  13  16  16  18  24  11                  |
| 17:06:00 |  5.2 | 4  4  C |  14  15  15  16  20  13                  |
| 17:06:30 |  5.2 | 4  4  C |  13  13  15  16  20  14                  |
| 17:07:00 |  7.3 | 5  5  C |  14  13  15  15  25  13                  |
| 17:07:30 |  7.3 | 5  5  C |  17  12  14  16  30  14                  |
| 17:08:00 |  7.3 | 5  5  C |  15  13  13  16  32  16                  |
| 17:08:30 |  7.3 | 5  5  C |  16  17  14  13  31  16                  |
| 17:09:00 |  7.3 | 5  5  C |  19  15  17  16  31  17                  |
| 17:09:30 |  7.3 | 5  5  C |  17  17  13  17  31  18                  |
| 17:10:00 |  7.3 | 5  5  C |  14  19  13  14  29  15                  |
| 17:10:30 |  7.3 | 5  5  C |  18  17  15  14  29  12                  |
| 17:11:00 |  7.3 | 5  5  C |  20  16  15  16  39  15                  |
| 17:11:30 | 11.0 | 6  6  C |  16  16  16  18  47  18                  |
| 17:12:00 |  7.3 | 5  5  C |  14  17  17  21  40  17                  |
| 17:12:30 |  7.3 | 5  5  C |  17  15  18  32  28  17                  |
| 17:13:00 |  7.3 | 5  5  C |  19  14  20  38  23  15                  |
| 17:13:30 |  7.3 | 5  5  C |  21  16  22  30  24  13                  |
| 17:14:00 |  7.3 | 5  5  C |  21  17  33  22  25  11                  |
| 17:14:30 |  7.3 | 5  5  C |  20  21  40  19  22  11                  |
| 17:15:00 |  7.3 | 5  5  C |  19  28  29  20  21  12                  |
| 17:15:30 |  7.3 | 5  5  C |  15  30  21  19  22  12                  |
| 17:16:00 |  7.3 | 5  5  C |  12  28  20  18  21  13                  |
| 17:16:30 |  7.3 | 5  5  C |  13  28  23  18  23  14                  |
| 17:17:00 |  7.3 | 5  5  C |  15  27  25  21  29  12                  |
| 17:17:30 |  7.3 | 5  5  C |  15  23  20  25  34  11                  |
| 17:18:00 |  7.3 | 5  5  C |  13  19  17  31  39  14                  |
| 17:18:30 | 11.0 | 6  6  C |  12  14  17  40  41  16                  |
| 17:19:00 | 11.0 | 6  6  C |  14  14  16  45  38  16                  |
| 17:19:30 |  7.3 | 5  5  C |  16  14  20  37  38  15                  |
| 17:20:00 |  7.3 | 5  5  C |  17  14  28  27  37  11                  |
| 17:20:30 |  7.3 | 5  5  C |  17  15  29  25  35   9                  |
| 17:21:00 |  7.3 | 5  5  C |  13  18  30  23  36  14                  |
| 17:21:30 |  7.3 | 5  5  C |   9  21  28  27  33  20                  |
| 17:22:00 |  7.3 | 5  5  C |  12  14  28  33  34  19                  |
| 17:22:30 |  7.3 | 5  5  C |  18  11  29  39  31  14                  |
| 17:23:00 | 11.0 | 6  6  C |  20  14  25  42  27  11                  |
| 17:23:30 |  7.3 | 5  5  C |  16  15  22  35  26  14                  |
| 17:24:00 |  7.3 | 5  5  C |  14  17  31  34  26  15                  |
| 17:24:30 |  7.3 | 5  5  C |  12  16  40  31  28  13                  |
| 17:25:00 |  7.3 | 5  5  C |  16  18  40  23  31  12                  |
| 17:25:30 |  7.3 | 5  5  C |  19  16  40  19  33  12                  |
| 17:26:00 |  7.3 | 5  5  C |  15  17  32  17  35  12                  |
| 17:26:30 |  7.3 | 5  5  C |  15  22  26  18  38  10                  |
| 17:27:00 |  7.3 | 5  5  C |  13  20  28  19  33   9                  |
| 17:27:30 |  7.3 | 5  5  C |  11  19  35  20  29   8                  |
| 17:28:00 |  7.3 | 5  5  C |  10  14  39  19  31  11                  |
| 17:28:30 |  7.3 | 5  5  C |   8  12  38  18  33  19                  |
| 17:29:00 |  7.3 | 5  5  C |  11  11  33  21  32  17                  |
| 17:29:30 |  7.3 | 5  5  C |  17   9  19  25  31  12                  |
| 17:30:00 |  7.3 | 5  5  C |  17  13  10  20  30  10                  |
| 17:30:30 |  7.3 | 5  5  C |  16  18  12  15  31  10                  |
| 17:31:00 |  7.3 | 5  5  C |  12  19  17  19  31  11                  |
| 17:31:30 |  7.3 | 5  5  C |  10  15  17  20  31   9                  |
| 17:32:00 |  7.3 | 5  5  C |  12  13  15  19  33   9                  |
| 17:32:30 |  7.3 | 5  5  C |  10  11  13  19  31  10                  |
| 17:33:00 |  7.3 | 5  5  C |  10  11  11  16  29  10                  |
| 17:33:30 |  7.3 | 5  5  C |  12  11  10  12  29  14                  |
