                    Ramp 3C7 analysis for 100/03/22
                                                  File      Database
Occupancy        _1___2___3___4___5___6   Station 02.06.12  02.06.12
Thresholds # 2:  15  16  17  18  23  40     Meter 04.04.0f  04.04.0f
+----------+------+---------+------------------------------------------+
|          |  Red |  Rates  |           Occupancy Stations             |
| 14:55:00 |  8.1 | 3  3  Z |  11  13  13   0* 10                      |
| 14:55:30 |  6.5 | 2  2  Z |  10  10   9   0* 11                      |
| 14:56:00 |  5.4 | 1  1  Z |  12  12  10   0* 14                      |
| 14:56:30 |  5.4 | 1  1  Z |  14  15  13   0* 11                      |
| 14:57:00 |  5.4 | 1  1  Z |  14  15  12   0*  7                      |
| 14:57:30 |  5.4 | 1  1  Z |  15  15  12   0* 11                      |
| 14:58:00 |  5.4 | 1  1  Z |  13  11  15   0* 11                      |
| 14:58:30 |  5.4 | 1  1  Z |  12  13  12   0*  9                      |
| 14:59:00 |  5.4 | 1  1  Z |  13  13  11   0* 11                      |
| 14:59:30 |  5.4 | 1  1  Z |  10  10  13   0* 12                      |
| 15:00:00 |  5.4 | 1  1  Z |   8   8  11   0*  9                      |
| 15:00:30 |  5.4 | 1  1  Z |   9   9   7   0* 12                      |
| 15:01:00 |  5.4 | 1  1  Z |  13  13   7   0* 12                      |
| 15:01:30 |  5.4 | 1  1  Z |  11  10  11   0* 10                      |
| 15:02:00 |  5.4 | 1  1  Z |   7  11  10   0*  8                      |
| 15:02:30 |  5.4 | 1  1  Z |   9  11   9   0*  7                      |
| 15:03:00 |  5.4 | 1  1  Z |  13  10  10   0*  8                      |
| 15:03:30 |  5.4 | 1  1  Z |  16  12  10   0*  7                      |
| 15:04:00 |  5.4 | 1  1  Z |  11  11  12   0*  8                      |
| 15:04:30 |  5.4 | 1  1  Z |  12   8  10   0*  9                      |
| 15:05:00 |  6.5 | 2  2  Z |  17  14   8   0*  8                      |
| 15:05:30 | 10.3 | 4  4  C |  13  19  12   0*  9                      |
| 15:06:00 | 10.3 | 4  4  Z |   9  13  16   0*  9                      |
| 15:06:30 | 10.3 | 4  4  Z |   9   9  13   0*  8                      |
| 15:07:00 | 10.3 | 4  4  Z |  12  13   8   0* 11                      |
| 15:07:30 | 10.3 | 4  4  Z |  15  14  11   0* 14                      |
| 15:08:00 | 13.9 | 5  5  Z |  17  14  14   0* 12                      |
| 15:08:30 | 18.0 | 6  6  Z |  18  16  13   0* 10                      |
| 15:09:00 | 13.9 | 5  5  Z |  16  15  15   0*  9                      |
| 15:09:30 | 13.9 | 5  5  Z |  13  14  15   0*  9                      |
| 15:10:00 |  6.5 | 2  2  Z |  15  15  12   0* 10                      |
| 15:10:30 |  6.5 | 2  2  Z |  17  15  15   0* 13                      |
| 15:11:00 | 10.3 | 4  4  C |  19  15  15   0* 13                      |
| 15:11:30 | 10.3 | 4  4  Z |  21  17  13   0* 10                      |
| 15:12:00 | 10.3 | 4  4  Z |  20  19  15   0* 13                      |
| 15:12:30 | 10.3 | 4  4  C |  19  18  18   0* 13                      |
| 15:13:00 | 10.3 | 4  4  C |  20  18  17   0* 12                      |
| 15:13:30 | 10.3 | 4  4  Z |  18  17  17   0* 15                      |
| 15:14:00 | 18.0 | 6  6  Z |  15  15  18   0* 18                      |
| 15:14:30 | 18.0 | 6  6  Z |  14  14  15   0* 17                      |
| 15:15:00 | 13.9 | 5  5  Z |  15  14  13   0* 14                      |
| 15:15:30 | 10.3 | 4  4  Z |  15  15  16   0* 14                      |
| 15:16:00 | 10.3 | 4  4  Z |  16  15  14   0* 14                      |
| 15:16:30 | 10.3 | 4  4  Z |  14  13  15   0* 16                      |
| 15:17:00 | 10.3 | 4  4  Z |  14  14  12   0* 15                      |
| 15:17:30 | 13.9 | 5  5  Z |  17  17  12   0* 12                      |
| 15:18:00 | 18.0 | 6  6  Z |  20  18  18   0* 11                      |
| 15:18:30 | 10.3 | 4  4  Z |  20  18  16   0*  9                      |
| 15:19:00 |  8.1 | 3  3  C |  18  16  18   0* 13                      |
| 15:19:30 | 10.3 | 4  4  C |  17  15  22   0* 16                      |
| 15:20:00 | 10.3 | 4  4  C |  17  15  23   0* 10                      |
| 15:20:30 | 10.3 | 4  4  C |  17  17  22   0* 11                      |
| 15:21:00 | 10.3 | 4  4  Z |  16  17  18   0* 15                      |
| 15:21:30 | 10.3 | 4  4  Z |  16  15  15   0* 17                      |
| 15:22:00 |  8.1 | 3  3  C |  18  16  16   0* 17                      |
| 15:22:30 |  8.1 | 3  3  C |  16  18  16   0* 14                      |
| 15:23:00 |  6.5 | 2  2  Z |  14  16  15   0* 16                      |
| 15:23:30 |  6.5 | 2  2  Z |  12  12  13   0* 14                      |
| 15:24:00 | 10.3 | 4  4  Z |  13  12  12   0* 14                      |
| 15:24:30 | 10.3 | 4  4  Z |  15  14  13   0* 13                      |
| 15:25:00 |  8.1 | 3  3  Z |  17  16  15   0* 12                      |
| 15:25:30 | 10.3 | 4  4  C |  18  19  17   0* 13                      |
| 15:26:00 | 10.3 | 4  4  Z |  17  18  16   0* 14                      |
| 15:26:30 | 10.3 | 4  4  Z |  15  16  17   0* 14                      |
| 15:27:00 | 10.3 | 4  4  Z |  12  15  17   0* 14                      |
| 15:27:30 |  8.1 | 3  3  Z |  13  13  13   0* 14                      |
| 15:28:00 |  8.1 | 3  3  Z |  15  14  14   0* 14                      |
| 15:28:30 | 18.0 | 6  6  Z |  14  15  16   0* 15                      |
| 15:29:00 | 13.9 | 5  5  Z |  14  15  14   0* 13                      |
| 15:29:30 | 13.9 | 5  5  Z |  19  14  12   0* 12                      |
| 15:30:00 | 18.0 | 6  6  Z |  18  17  16   0* 12                      |
| 15:30:30 | 10.3 | 4  4  Z |  14  18  19   0* 10                      |
| 15:31:00 |  8.1 | 3  3  Z |  16  16  14   0* 11                      |
| 15:31:30 | 13.9 | 5  5  Z |  15  17  17   0* 16                      |
| 15:32:00 | 10.3 | 4  4  Z |  14  14  17   0* 16                      |
| 15:32:30 |  8.1 | 3  3  Z |  16  12  11   0* 11                      |
| 15:33:00 |  8.1 | 3  3  Z |  16  16  13   0* 15                      |
| 15:33:30 | 10.3 | 4  4  Z |  17  20  17   0* 16                      |
| 15:34:00 | 13.9 | 5  5  Z |  19  20  19   0* 10                      |
| 15:34:30 | 10.3 | 4  4  Z |  17  19  18   0* 10                      |
| 15:35:00 | 13.9 | 5  5  Z |  14  15  17   0* 12                      |
| 15:35:30 |  8.1 | 3  3  Z |  13  13  15   0* 17                      |
| 15:36:00 |  8.1 | 3  3  C |  16  14  13   0* 18                      |
| 15:36:30 |  8.1 | 3  3  Z |  14  14  14   0* 16                      |
| 15:37:00 | 10.3 | 4  4  Z |  14  13  12   0* 18                      |
| 15:37:30 | 13.9 | 5  5  Z |  16  13  13   0* 17                      |
| 15:38:00 | 10.3 | 4  4  Z |  16  16  15   0* 13                      |
| 15:38:30 | 10.3 | 4  4  C |  20  17  15   0* 10                      |
| 15:39:00 | 10.3 | 4  4  C |  20  18  18   0* 14                      |
| 15:39:30 | 10.3 | 4  4  Z |  14  17  16   0* 16                      |
| 15:40:00 | 10.3 | 4  4  Z |  14  14  13   0* 15                      |
| 15:40:30 | 10.3 | 4  4  Z |  17  13  12   0* 16                      |
| 15:41:00 | 10.3 | 4  4  Z |  17  16  14   0* 13                      |
| 15:41:30 | 10.3 | 4  4  Z |  16  17  18   0* 12                      |
| 15:42:00 | 10.3 | 4  4  Z |  15  16  17   0* 12                      |
| 15:42:30 | 13.9 | 5  5  Z |  14  16  16   0* 11                      |
| 15:43:00 | 10.3 | 4  4  Z |  13  14  14   0* 16                      |
| 15:43:30 |  8.1 | 3  3  Z |  16  12  11   0* 18                      |
| 15:44:00 | 10.3 | 4  4  Z |  17  16  15   0* 16                      |
| 15:44:30 | 10.3 | 4  4  Z |  18  17  17   0* 11                      |
| 15:45:00 | 13.9 | 5  5  Z |  19  16  16   0* 10                      |
| 15:45:30 | 13.9 | 5  5  Z |  17  17  17   0* 15                      |
| 15:46:00 | 13.9 | 5  4  Z |  17  17  17   0* 16                      |
| 15:46:30 | 13.9 | 5  5  Z |  18  17  16   0* 16                      |
| 15:47:00 | 13.9 | 5  5  Z |  18  18  16   0* 15                      |
| 15:47:30 | 13.9 | 5  5  Z |  18  18  17   0* 14                      |
| 15:48:00 | 10.3 | 4  4  Z |  18  16  14   0* 14                      |
| 15:48:30 | 10.3 | 4  4  Z |  17  18  15   0* 16                      |
| 15:49:00 | 10.3 | 4  4  Z |  16  19  18   0* 18                      |
| 15:49:30 | 13.9 | 5  5  Z |  17  16  16   0* 16                      |
| 15:50:00 | 18.0 | 6  6  Z |  19  15  16   0* 14                      |
| 15:50:30 | 18.0 | 6  4  Z |  17  18  17   0* 14                      |
| 15:51:00 | 10.3 | 4  4  Z |  15  17  17   0* 15                      |
| 15:51:30 | 13.9 | 5  5  Z |  18  15  15   0* 15                      |
| 15:52:00 | 13.9 | 5  5  Z |  18  19  17   0* 14                      |
| 15:52:30 | 10.3 | 4  4  Z |  18  19  18   0* 16                      |
| 15:53:00 | 10.3 | 4  4  Z |  18  19  17   0* 13                      |
| 15:53:30 | 13.9 | 5  5  Z |  14  18  19   0* 15                      |
| 15:54:00 | 10.3 | 4  4  Z |  14  13  15   0* 15                      |
| 15:54:30 | 10.3 | 4  4  Z |  15  13  14   0* 15                      |
| 15:55:00 | 10.3 | 4  4  Z |  16  15  15   0* 16                      |
| 15:55:30 | 10.3 | 4  6  Z |  16  16  15   0* 12                      |
| 15:56:00 | 13.9 | 5  5  Z |  15  16  14   0* 11                      |
| 15:56:30 | 10.3 | 4  4  Z |  17  14  14   0* 12                      |
| 15:57:00 | 10.3 | 4  4  Z |  17  17  17   0* 13                      |
| 15:57:30 | 10.3 | 4  4  Z |  17  17  17   0* 11                      |
| 15:58:00 | 10.3 | 4  4  Z |  15  16  17   0* 12                      |
| 15:58:30 | 10.3 | 4  3  Z |  14  15  16   0* 16                      |
| 15:59:00 | 10.3 | 4  4  Z |  17  14  15   0* 15                      |
| 15:59:30 | 13.9 | 5  5  Z |  18  17  14   0* 14                      |
| 16:00:00 | 10.3 | 4  4  Z |  17  19  17   0* 14                      |
| 16:00:30 | 10.3 | 4  4  Z |  14  18  19   0* 13                      |
| 16:01:00 |  8.1 | 3  3  Z |  15  15  16   0* 10                      |
| 16:01:30 | 13.9 | 5  5  Z |  15  14  13   0* 13                      |
| 16:02:00 | 13.9 | 5  5  Z |  16  14  14   0* 16                      |
| 16:02:30 | 10.3 | 4  4  Z |  15  15  15   0* 15                      |
| 16:03:00 | 10.3 | 4  2  Z |  15  15  15   0* 13                      |
| 16:03:30 |  8.1 | 3  3  Z |  17  14  17   0* 12                      |
| 16:04:00 | 13.9 | 5  5  Z |  16  17  17   0* 13                      |
| 16:04:30 | 13.9 | 5  5  Z |  18  19  15   0* 13                      |
| 16:05:00 | 10.3 | 4  4  Z |  18  21  17   0* 15                      |
| 16:05:30 | 10.3 | 4  4  Z |  14  17  17   0* 14                      |
| 16:06:00 | 10.3 | 4  4  Z |  14  14  13   0* 13                      |
| 16:06:30 | 13.9 | 5  5  Z |  13  15  14   0* 14                      |
| 16:07:00 | 18.0 | 6  6  Z |  14  12  13   0* 14                      |
| 16:07:30 | 10.3 | 4  4  Z |  16  13  14   0* 10                      |
| 16:08:00 |  6.5 | 2  2  Z |  14  15  15   0* 12                      |
| 16:08:30 |  8.1 | 3  3  Z |  15  14  14   0* 14                      |
| 16:09:00 | 18.0 | 6  6  Z |  15  14  14   0* 10                      |
| 16:09:30 | 13.9 | 5  5  Z |  15  15  15   0* 11                      |
| 16:10:00 |  6.5 | 2  2  Z |  12  16  14   0* 13                      |
| 16:10:30 |  8.1 | 3  3  Z |  14  13  12   0* 15                      |
| 16:11:00 | 18.0 | 6  6  Z |  17  14  13   0* 14                      |
| 16:11:30 |  8.1 | 3  3  Z |  17  16  15   0* 14                      |
| 16:12:00 |  8.1 | 3  3  Z |  18  18  16   0* 12                      |
| 16:12:30 | 10.3 | 4  4  Z |  16  19  17   0* 13                      |
| 16:13:00 | 10.3 | 4  4  Z |  13  16  16   0* 13                      |
| 16:13:30 | 10.3 | 4  4  Z |  16  14  14   0* 13                      |
| 16:14:00 | 10.3 | 4  4  Z |  18  15  14   0* 15                      |
| 16:14:30 | 18.0 | 6  6  Z |  16  17  16   0* 15                      |
| 16:15:00 | 13.9 | 5  5  Z |  14  16  15   0* 14                      |
| 16:15:30 | 13.9 | 5  5  Z |  15  13  12   0* 13                      |
| 16:16:00 | 13.9 | 5  5  Z |  18  14  13   0* 14                      |
| 16:16:30 | 13.9 | 5  5  Z |  18  17  16   0* 15                      |
| 16:17:00 | 13.9 | 5  5  Z |  14  17  19   0* 14                      |
| 16:17:30 | 13.9 | 5  5  Z |  13  15  16   0* 14                      |
| 16:18:00 | 18.0 | 6  6  Z |  15  13  13   0* 16                      |
| 16:18:30 | 18.0 | 6  5  Z |  18  15  15   0* 17                      |
| 16:19:00 | 10.3 | 4  4  Z |  18  18  16   0* 15                      |
| 16:19:30 | 10.3 | 4  4  Z |  15  17  16   0* 13                      |
| 16:20:00 | 10.3 | 4  4  Z |  16  15  15   0* 15                      |
| 16:20:30 | 10.3 | 4  5  Z |  18  16  15   0* 14                      |
| 16:21:00 | 18.0 | 6  6  Z |  16  18  15   0* 14                      |
| 16:21:30 | 18.0 | 6  6  Z |  14  17  15   0* 14                      |
| 16:22:00 | 18.0 | 6  5  Z |  15  15  17   0* 14                      |
| 16:22:30 | 10.3 | 4  4  Z |  17  16  16   0* 13                      |
| 16:23:00 |  8.1 | 3  3  Z |  14  17  16   0* 14                      |
| 16:23:30 |  8.1 | 3  3  Z |  15  13  14   0* 12                      |
| 16:24:00 | 10.3 | 4  4  Z |  17  15  13   0* 12                      |
| 16:24:30 | 10.3 | 4  4  Z |  15  18  16   0* 13                      |
| 16:25:00 | 13.9 | 5  5  Z |  18  16  15   0* 10                      |
| 16:25:30 | 10.3 | 4  4  Z |  18  18  18   0* 13                      |
| 16:26:00 | 10.3 | 4  4  C |  15  17  19   0* 16                      |
| 16:26:30 | 13.9 | 5  5  Z |  16  14  14   0* 16                      |
| 16:27:00 | 18.0 | 6  6  Z |  16  15  14   0* 17                      |
| 16:27:30 | 13.9 | 5  5  Z |  15  17  15   0* 17                      |
| 16:28:00 | 13.9 | 5  5  Z |  16  16  15   0* 16                      |
| 16:28:30 | 13.9 | 5  5  Z |  17  15  16   0* 14                      |
| 16:29:00 | 10.3 | 4  4  Z |  19  17  16   0* 13                      |
| 16:29:30 | 13.9 | 5  5  Z |  17  18  16   0* 13                      |
| 16:30:00 | 18.0 | 6  6  Z |  15  16  15   0* 13                      |
| 16:30:30 | 13.9 | 5  5  Z |  13  15  14   0* 14                      |
| 16:31:00 | 13.9 | 5  5  Z |  15  13  13   0* 16                      |
| 16:31:30 | 10.3 | 4  4  Z |  16  15  15   0* 14                      |
| 16:32:00 | 10.3 | 4  4  Z |  16  17  15   0* 12                      |
| 16:32:30 | 13.9 | 5  5  Z |  16  16  14   0* 15                      |
| 16:33:00 | 13.9 | 5  5  Z |  15  15  14   0* 16                      |
| 16:33:30 | 13.9 | 5  3  Z |  16  15  15   0* 13                      |
| 16:34:00 |  8.1 | 3  4  C |  19  15  15   0* 14                      |
| 16:34:30 | 10.3 | 4  4  Z |  18  18  18   0* 16                      |
| 16:35:00 | 18.0 | 6  6  Z |  15  17  17   0* 16                      |
| 16:35:30 | 18.0 | 6  6  Z |  16  15  15   0* 14                      |
| 16:36:00 | 10.3 | 4  4  C |  19  17  17   0* 15                      |
| 16:36:30 | 10.3 | 4  4  C |  18  19  19   0* 14                      |
| 16:37:00 | 10.3 | 4  4  Z |  15  19  19   0* 12                      |
| 16:37:30 |  8.1 | 3  3  Z |  16  15  16   0* 14                      |
| 16:38:00 |  8.1 | 3  3  Z |  14  15  16   0* 17                      |
| 16:38:30 | 13.9 | 5  5  Z |  16  14  14   0* 17                      |
| 16:39:00 | 13.9 | 5  5  Z |  18  15  12   0* 15                      |
| 16:39:30 | 13.9 | 5  5  Z |  16  16  15   0* 13                      |
| 16:40:00 | 13.9 | 5  5  Z |  14  15  16   0* 13                      |
| 16:40:30 | 13.9 | 5  5  Z |  13  15  14   0* 12                      |
| 16:41:00 | 13.9 | 5  5  Z |  12  14  13   0* 14                      |
| 16:41:30 |  8.1 | 3  3  Z |  17  12  11   0* 16                      |
| 16:42:00 | 10.3 | 4  4  C |  20  17  14   0* 14                      |
| 16:42:30 | 13.9 | 5  5  Z |  18  20  17   0* 14                      |
| 16:43:00 | 18.0 | 6  6  Z |  17  17  18   0* 13                      |
| 16:43:30 | 18.0 | 6  6  Z |  15  16  16   0* 15                      |
| 16:44:00 | 18.0 | 6  6  Z |  16  16  15   0* 16                      |
| 16:44:30 | 13.9 | 5  5  Z |  15  16  15   0* 16                      |
| 16:45:00 | 13.9 | 5  5  Z |  15  15  12   0* 17                      |
| 16:45:30 | 13.9 | 5  5  Z |  15  15  13   0* 15                      |
| 16:46:00 | 13.9 | 5  5  Z |  13  15  15   0* 13                      |
| 16:46:30 | 13.9 | 5  5  Z |  14  13  12   0* 11                      |
| 16:47:00 | 13.9 | 5  5  Z |  16  13  13   0* 12                      |
| 16:47:30 | 13.9 | 5  5  Z |  16  15  16   0* 13                      |
| 16:48:00 | 13.9 | 5  5  Z |  18  15  14   0* 11                      |
| 16:48:30 | 13.9 | 5  5  Z |  18  17  16   0* 12                      |
| 16:49:00 |  8.1 | 3  3  Z |  17  17  18   0* 14                      |
| 16:49:30 |  8.1 | 3  3  C |  17  15  18   0* 12                      |
| 16:50:00 | 10.3 | 4  4  Z |  16  15  17   0* 14                      |
| 16:50:30 | 13.9 | 5  5  Z |  18  16  15   0* 16                      |
| 16:51:00 | 13.9 | 5  5  Z |  19  17  17   0* 16                      |
| 16:51:30 | 10.3 | 4  4  Z |  17  17  18   0* 15                      |
| 16:52:00 | 10.3 | 4  4  Z |  16  17  18   0* 11                      |
| 16:52:30 | 10.3 | 4  4  Z |  16  17  16   0* 12                      |
| 16:53:00 | 13.9 | 5  5  Z |  14  15  13   0* 15                      |
| 16:53:30 | 13.9 | 5  5  Z |  12  13  13   0* 15                      |
| 16:54:00 | 13.9 | 5  5  Z |  13  13  13   0* 14                      |
| 16:54:30 | 13.9 | 5  5  Z |  16  14  14   0* 12                      |
| 16:55:00 | 13.9 | 5  5  Z |  18  16  13   0* 12                      |
| 16:55:30 | 13.9 | 5  5  Z |  18  19  17   0* 12                      |
| 16:56:00 | 13.9 | 5  5  Z |  19  19  22   0* 13                      |
| 16:56:30 | 18.0 | 6  6  Z |  20  18  18   0* 13                      |
| 16:57:00 | 18.0 | 6  6  Z |  19  18  17   0* 13                      |
| 16:57:30 | 18.0 | 6  6  Z |  18  18  18   0* 14                      |
| 16:58:00 | 18.0 | 6  6  Z |  17  17  18   0* 15                      |
| 16:58:30 | 13.9 | 5  5  Z |  19  16  17   0* 16                      |
| 16:59:00 | 18.0 | 6  6  Z |  20  18  16   0* 16                      |
| 16:59:30 | 18.0 | 6  6  Z |  15  17  17   0* 16                      |
| 17:00:00 | 10.3 | 4  4  Z |  14  13  15   0* 15                      |
| 17:00:30 |  8.1 | 3  3  Z |  18  14  12   0* 16                      |
| 17:01:00 |  8.1 | 3  3  Z |  18  18  16   0* 16                      |
| 17:01:30 | 10.3 | 4  4  Z |  18  19  20   0* 15                      |
| 17:02:00 | 10.3 | 4  4  Z |  18  17  20   0* 12                      |
| 17:02:30 | 10.3 | 4  4  C |  16  19  17   0* 12                      |
| 17:03:00 | 10.3 | 4  4  Z |  12  18  15   0* 16                      |
| 17:03:30 | 13.9 | 5  5  Z |  13  13  15   0* 17                      |
| 17:04:00 | 13.9 | 5  5  Z |  16  14  13   0* 18                      |
| 17:04:30 | 10.3 | 4  4  Z |  18  17  14   0* 16                      |
| 17:05:00 | 10.3 | 4  4  Z |  18  17  16   0* 12                      |
| 17:05:30 | 13.9 | 5  5  Z |  16  19  16   0* 12                      |
| 17:06:00 | 13.9 | 5  5  Z |  14  16  15   0* 10                      |
| 17:06:30 | 13.9 | 5  5  Z |  14  13  14   0* 14                      |
| 17:07:00 | 10.3 | 4  4  Z |  18  14  14   0* 15                      |
| 17:07:30 | 13.9 | 5  5  Z |  16  16  15   0* 13                      |
| 17:08:00 | 10.3 | 4  4  Z |  13  15  14   0* 14                      |
| 17:08:30 | 10.3 | 4  4  Z |  16  14  13   0* 15                      |
| 17:09:00 | 10.3 | 4  4  Z |  17  16  14   0* 15                      |
| 17:09:30 | 10.3 | 4  4  Z |  15  17  19   0* 14                      |
| 17:10:00 | 13.9 | 5  5  Z |  13  15  18   0* 15                      |
| 17:10:30 | 13.9 | 5  5  Z |  17  14  11   0* 14                      |
| 17:11:00 | 10.3 | 4  4  Z |  20  17  15   0* 15                      |
| 17:11:30 | 10.3 | 4  4  Z |  17  20  19   0* 15                      |
| 17:12:00 | 13.9 | 5  5  Z |  15  16  17   0* 11                      |
| 17:12:30 | 10.3 | 4  4  Z |  18  15  15   0* 13                      |
| 17:13:00 |  8.1 | 3  3  Z |  18  18  14   0* 16                      |
| 17:13:30 | 10.3 | 4  4  Z |  16  18  16   0* 14                      |
| 17:14:00 | 18.0 | 6  6  Z |  17  16  16   0* 13                      |
| 17:14:30 | 13.9 | 5  5  Z |  17  17  16   0* 14                      |
| 17:15:00 |  8.1 | 3  3  Z |  16  16  15   0* 14                      |
| 17:15:30 | 10.3 | 4  4  Z |  14  16  14   0* 12                      |
| 17:16:00 | 13.9 | 5  5  Z |  15  15  12   0* 12                      |
| 17:16:30 | 10.3 | 4  4  Z |  16  14  15   0* 14                      |
| 17:17:00 | 13.9 | 5  5  Z |  15  15  15   0* 14                      |
| 17:17:30 | 13.9 | 5  5  Z |  17  15  12   0* 11                      |
| 17:18:00 | 10.3 | 4  4  Z |  20  16  14   0* 12                      |
| 17:18:30 | 10.3 | 4  4  Z |  19  17  16   0* 14                      |
| 17:19:00 | 10.3 | 4  4  Z |  14  18  16   0* 13                      |
| 17:19:30 | 13.9 | 5  5  Z |  15  15  15   0* 13                      |
| 17:20:00 | 13.9 | 5  5  Z |  16  14  14   0* 14                      |
| 17:20:30 | 13.9 | 5  5  Z |  16  16  15   0* 13                      |
| 17:21:00 | 10.3 | 4  4  Z |  16  17  15   0* 14                      |
| 17:21:30 | 10.3 | 4  4  Z |  17  18  16   0* 15                      |
| 17:22:00 |  8.1 | 3  3  Z |  16  17  15   0* 14                      |
| 17:22:30 | 10.3 | 4  4  Z |  16  16  14   0* 15                      |
| 17:23:00 | 13.9 | 5  5  Z |  17  16  15   0* 15                      |
| 17:23:30 | 13.9 | 5  5  Z |  17  17  15   0* 14                      |
| 17:24:00 | 10.3 | 4  4  Z |  16  17  16   0* 13                      |
| 17:24:30 | 10.3 | 4  4  Z |  16  15  15   0* 13                      |
| 17:25:00 | 10.3 | 4  4  Z |  19  15  13   0* 13                      |
| 17:25:30 | 13.9 | 5  5  Z |  17  18  13   0* 14                      |
| 17:26:00 | 18.0 | 6  6  Z |  13  16  13   0* 13                      |
| 17:26:30 | 13.9 | 5  5  Z |  11  13  13   0* 11                      |
| 17:27:00 | 13.9 | 5  5  Z |  14  13  12   0* 11                      |
| 17:27:30 | 18.0 | 6  6  Z |  18  16  14   0* 11                      |
| 17:28:00 | 13.9 | 5  5  Z |  16  17  17   0* 11                      |
| 17:28:30 | 10.3 | 4  4  Z |  17  15  14   0* 11                      |
| 17:29:00 | 13.9 | 5  5  Z |  17  16  13   0* 12                      |
| 17:29:30 | 13.9 | 5  5  Z |  15  19  15   0* 15                      |
| 17:30:00 | 13.9 | 5  5  Z |  14  17  13   0* 12                      |
| 17:30:30 | 13.9 | 5  5  Z |  16  14  13   0* 13                      |
| 17:31:00 | 13.9 | 5  5  Z |  17  15  16   0* 17                      |
| 17:31:30 | 10.3 | 4  4  Z |  16  16  15   0* 14                      |
| 17:32:00 | 13.9 | 5  5  Z |  16  16  15   0* 11                      |
| 17:32:30 | 10.3 | 4  4  Z |  14  16  14   0* 13                      |
